,CustomerID,recency,frequency,monetary_value
791,14766,31563540,137,2423.07
792,14388,31546020,191,3172.04
793,13269,32164020,320,5315.92
794,12872,4069560,66,599.9699999999998
795,17214,27060660,104,984.1200000000001
796,15167,4594500,41,162.99999999999997
797,13081,32158020,1061,27964.479999999992
798,17126,19113960,262,991.8499999999997
799,17496,1296780,10,271.04999999999995
800,13993,29478840,125,3409.6599999999994
801,14389,31539180,62,999.7200000000001
802,14898,30263280,119,1228.32
803,17243,32158800,407,8628.55
804,17863,27148740,148,3159.9999999999995
805,15996,24648480,131,1044.78
806,17816,29128080,17,36.559999999999995
807,12370,27843900,167,3545.6900000000005
808,12417,31991160,198,3578.8
809,14761,27229440,11,255.89999999999998
810,15799,25762800,98,884.1400000000001
811,13068,31386840,2,344.0
812,14594,31640520,53,379.83
813,15834,26201700,276,2084.8999999999996
814,16520,16174680,157,1036.62
815,15266,3042840,6,119.30000000000001
816,14800,28182000,392,4236.34
817,12928,29224680,84,2062.7
818,16889,15475140,135,1578.67
819,16497,28002540,136,2965.6899999999996
820,16660,30868020,17,810.45
821,15057,8491860,25,1489.5
822,14748,29758020,92,1311.79
823,14282,31999080,156,3729.34
824,16350,30439620,60,1100.4699999999998
825,12540,30596700,481,13309.039999999999
826,14524,29563380,203,1867.6799999999998
827,14621,32169360,96,1765.7599999999998
828,17621,30444300,27,1336.1000000000001
829,12601,15904260,29,569.5600000000001
830,15447,3726000,9,155.17
831,12388,30945840,100,2780.6600000000003
832,16456,23693040,111,2158.37
833,14825,31979520,121,2226.9100000000008
834,15723,787560,41,203.1
835,14544,30177600,114,2024.4500000000003
836,15923,100200,21,127.08000000000003
837,14404,29390640,104,1434.72
838,17682,31390380,119,2459.33
839,14732,31558080,149,2686.34
840,12567,30335760,463,9114.939999999999
841,15777,11434620,22,1021.6099999999999
842,16812,1138140,15,479.3500000000001
843,17888,30678720,81,525.78
844,13280,21703680,85,814.8600000000001
845,12748,32241240,4642,29072.099999999966
846,13715,7988100,108,1053.9399999999996
847,17411,31211940,43,748.94
848,13982,28886280,115,1861.1099999999997
849,17950,26031120,72,472.12
850,15044,30603240,461,7629.38
851,15689,21949860,9,254.1
852,14709,30957300,197,4911.139999999999
853,16112,19893720,16,195.74
854,14466,29742060,72,2272.4
855,16919,18767340,327,2596.45
856,13173,31908300,43,353.65
857,13050,31482120,422,5684.610000000001
858,18256,1641660,4,-50.1
859,17742,22489320,15,355.11
860,14209,31369920,88,2067.13
861,15835,28452060,50,954.0899999999999
862,12421,30933660,46,806.2700000000001
863,13049,26723100,14,656.6800000000001
864,15332,627420,35,1661.06
865,15641,23175480,119,1887.2000000000003
866,17001,32231520,169,3989.5699999999997
867,18062,17302860,27,720.5200000000001
868,12501,5030880,160,2089.6799999999994
869,16235,28780200,48,858.4100000000001
870,16843,28600800,379,10183.82
871,15422,4348260,6,97.7
872,14239,28534440,116,2323.5
873,17894,26096220,193,1119.8099999999997
874,15454,971700,25,179.10000000000002
875,16279,30436440,109,1496.6799999999998
876,12393,26032500,64,1582.6000000000001
877,17708,16076760,35,267.08
878,17027,25502280,155,848.5899999999998
879,18011,32940,28,102.79
880,17720,30004680,50,1195.9399999999998
881,13569,30775260,85,373.75
882,16713,30687000,632,6840.229999999997
883,12481,30326580,218,5590.86
884,15708,28780080,297,3329.72
885,14813,358260,30,155.42999999999998
886,15301,27912660,247,5028.120000000001
887,15081,30357720,35,487.34999999999997
888,14932,703320,17,363.53
889,15987,31216320,140,1451.28
890,17324,30766080,50,990.23
891,16701,31545840,154,5150.27
892,13802,20322000,66,3906.270000000001
893,18075,30264900,153,2538.72
894,16816,23349000,28,417.06000000000006
895,14553,30603240,113,859.2699999999999
896,16882,26532960,39,705.1199999999999
897,12921,31973400,741,16389.739999999998
898,16835,21187440,10,180.85
899,16883,16086300,38,276.73
900,16814,31035660,325,6500.6
901,15984,32068200,275,2816.97
902,15079,13925940,48,893.6600000000002
903,16010,11065680,86,407.5
904,13668,32068080,501,6216.07
905,17548,13484040,17,-141.48000000000002
906,17381,31548780,110,20272.43
907,17085,21620940,189,1555.0499999999997
908,15059,28782540,239,1325.82
909,12625,14002080,91,2614.3199999999997
910,12764,4931580,45,1693.8800000000003
911,14078,23514600,65,1049.37
912,17158,29486940,67,1266.97
913,12726,29826540,124,2609.1
914,14119,1661520,1,-19.9
915,15464,3051000,157,1048.8500000000006
916,13819,6228720,36,1140.35
917,17677,32146200,321,16219.220000000001
918,12709,31997760,257,9294.1
919,13848,24294720,5,1255.0
920,16570,31537800,133,3622.9500000000003
921,17048,22314300,48,864.32
922,17094,4784280,15,270.19999999999993
923,14901,31308180,98,1414.99
924,16138,456240,1,-7.95
925,17470,28440960,78,1125.07
926,15596,23596140,84,1343.3400000000001
927,14713,31478400,341,2664.2599999999993
928,13829,1239000,1,-102.0
929,16684,31902000,281,65892.07999999999
930,12377,5037540,77,1628.1199999999997
931,13064,31205100,69,1119.4899999999998
932,15831,27233280,69,747.7600000000001
933,14692,20414520,69,582.05
934,15311,32240040,2491,59419.339999999975
935,16029,28951260,274,50992.61
936,17580,10469700,45,215.72000000000003
937,14068,4606560,24,265.85
938,12980,18846960,24,7092.06
939,16351,3549600,8,153.9
940,18041,31288380,474,4161.139999999999
941,14213,177660,5,-1192.2000000000003
942,16013,31975800,151,33366.25
943,16893,618000,45,145.93000000000004
944,15680,31468800,78,1333.6799999999998
945,16717,31482960,236,3278.360000000001
946,16665,970620,9,135.4
947,12577,29221320,148,595.3999999999999
948,13750,27661800,24,1647.2600000000002
949,15165,20220,27,487.75
950,17732,90180,18,303.97
951,12686,177900,7,89.14
952,16034,15321060,22,437.70000000000005
953,15189,32158560,232,15802.140000000001
954,16395,27059040,210,1486.9000000000003
955,17581,32241300,452,10736.110000000002
956,15329,29219400,62,1005.4999999999998
957,16873,31894740,289,7066.31
958,17306,31376880,69,8600.730000000001
959,12583,32053260,251,7187.339999999999
960,17213,28794420,164,2741.08
961,17633,29566740,72,1242.34
962,13953,31649880,20,3515.6800000000003
963,14258,31474860,112,12650.079999999998
964,15939,24548640,77,6102.259999999999
965,15696,29396160,177,2644.4600000000005
966,17406,3731160,116,1928.72
967,17880,784500,26,458.91999999999985
968,18016,29480340,123,1483.56
969,18198,31904580,166,5083.0599999999995
970,14264,18928440,19,319.47
971,17954,31816140,489,2295.3700000000003
972,18118,31374360,1284,5595.770000000001
973,13077,32180280,112,729.2700000000001
974,16265,31479300,260,5423.15
975,17525,1222740,9,422.70000000000005
976,16551,24023520,32,922.1200000000001
977,13089,32056560,1857,57385.87999999998
978,17091,32062620,198,3802.8099999999995
979,15750,32069280,295,2451.2299999999996
980,16596,30936960,12,250.15
981,15358,31883880,561,8234.8
982,17980,17984100,30,811.45
983,16321,26029740,16,230.7
984,12664,31567260,38,4863.88
985,14257,27839520,107,3087.2700000000004
986,15426,30611400,300,1429.8999999999996
987,17218,31901160,274,1960.7199999999993
988,16011,31565100,212,3362.71
989,14871,31986960,98,522.3800000000001
990,14334,30850500,163,2539.46
991,17848,25258980,51,901.2
992,15208,32173080,43,867.62
993,12383,16328160,100,1839.31
994,16833,32163180,47,1106.53
995,15215,28440120,43,615.99
996,15549,25602960,116,1655.7599999999998
997,15498,32234520,523,12396.460000000001
998,16775,31388160,158,1695.6599999999999
999,14577,31206060,123,859.7099999999999
1000,14878,31200540,124,1485.54
1001,16718,362220,45,623.7500000000002
1002,13756,32084280,143,5145.12
1003,17231,31215120,546,3127.82
1004,13846,30166860,58,847.6100000000001
1005,14099,30864420,252,3092.9700000000003
1006,13165,28276740,42,1021.4799999999999
1007,18171,27218820,56,1208.51
1008,12673,31814940,42,610.52
1009,12594,29044440,119,3320.2200000000007
1010,14083,31898880,181,1018.43
1011,13649,10121100,23,346.6
1012,12605,717300,3,-7.5
1013,13948,1129920,3,101.99999999999999
1014,14533,30166740,65,1812.6199999999997
1015,17569,3563340,29,344.13999999999993
1016,13263,32160780,1677,7454.070000000005
1017,14501,26740140,12,190.31
1018,14092,31636020,217,4063.100000000001
1019,16262,1135740,3,-31.65
1020,12678,28615080,167,17588.260000000002
1021,15164,26365140,103,843.0499999999998
1022,14514,26984340,73,1055.35
1023,16949,31977660,61,1161.2700000000002
1024,17449,32085000,279,2504.8599999999997
1025,16948,20319600,19,435.02000000000004
1026,16997,7376520,12,702.0
1027,17602,32074020,565,5050.769999999999
1028,13958,117420,5,-102.45
1029,12731,30252780,277,18793.41
1030,14646,32154360,2085,279489.01999999984
1031,15687,31536420,168,2981.5000000000005
1032,17771,27400620,54,245.81
1033,12727,31375200,141,3947.7000000000007
1034,13487,27315660,34,575.4
1035,12422,24024120,39,803.56
1036,14688,31636800,359,5107.380000000001
1037,13448,30859620,199,3465.67
1038,16676,29388900,92,1558.7199999999998
1039,13767,32078040,399,16945.710000000003
1040,14729,15420,71,313.48999999999995
1041,17412,32065800,66,1258.06
1042,15502,30946920,252,5541.460000000002
1043,17646,13323060,54,995.6600000000001
1044,16885,30950040,101,471.51
1045,16241,31459320,662,2607.869999999999
1046,17596,30260700,270,2827.9300000000003
1047,15965,30788280,122,845.64
1048,16086,27146580,40,1119.3100000000002
1049,18092,32071680,90,9065.76
1050,15288,28542720,88,2306.52
1051,14684,30078420,421,1236.2800000000002
1052,16746,31896420,452,6694.309999999999
1053,13758,31286700,117,3190.55
1054,14299,31563540,162,2855.35
1055,18004,969660,40,169.46999999999997
1056,16202,1131420,18,365.27000000000004
1057,15326,3467520,29,311.71
1058,12744,27831120,229,9120.39
1059,12574,5014440,11,218.45000000000002
1060,12708,29726760,174,2616.3200000000006
1061,13854,31538400,114,8025.019999999999
1062,14355,705000,11,174.4
1063,16714,13401780,94,911.5299999999993
1064,12645,29391120,74,1755.3799999999999
1065,13694,31971960,585,62653.100000000006
1066,16033,31810680,1152,8727.610000000002
1067,15023,32000220,563,6763.160000000001
1068,12720,32053020,359,5713.28
1069,17392,5804520,62,457.91
1070,14238,4083240,8,146.85
1071,18245,31645320,177,2507.5600000000004
1072,12483,30789420,81,2327.13
1073,15661,4858200,5,309.8
1074,16791,29760360,322,1706.2799999999993
1075,17858,31807800,199,5155.660000000001
1076,13319,31813680,500,10664.34
1077,17975,30949260,297,4393.61
1078,14587,30683280,384,1598.2400000000007
1079,16409,29146740,232,2028.8799999999997
1080,13705,31637160,28,711.86
1081,14142,29220,22,311.81000000000006
1082,13305,31906140,81,2000.8600000000001
1083,13102,32156760,310,6336.29
1084,12348,25764420,31,1797.24
1085,14794,32060700,82,1272.1100000000001
1086,15605,29137860,67,1198.23
1087,14625,16269240,57,848.48
1088,16700,31545240,312,5040.0
1089,18230,31467360,89,2716.600000000001
1090,17912,5464740,40,295.61000000000007
1091,13611,24560700,76,1158.1999999999998
1092,12939,26719620,47,11581.8
1093,13883,32180040,155,2538.75
1094,13408,32143140,501,27487.41
1095,15769,31641960,147,51823.72
1096,15002,22299480,115,1641.7600000000002
1097,15532,30090300,263,1517.0800000000002
1098,13108,94140,10,350.05999999999995
1099,13418,31283820,314,5845.439999999999
1100,15299,26459580,12,3787.09
1101,16995,117780,1,-1.25
1102,14440,31562160,55,2357.6800000000003
1103,12476,32161320,264,6546.58
1104,16560,30443940,58,816.5099999999999
1105,15719,29476980,938,5043.96
1106,13784,31453620,31,2462.79
1107,16554,31991160,74,641.5500000000002
1108,12779,30444240,159,3868.6999999999994
1109,15351,31206360,233,1862.1399999999999
1110,13579,31018500,23,467.03999999999996
1111,15224,1319760,16,310.47999999999996
1112,13198,31387860,229,3384.0900000000006
1113,14944,29724240,172,5842.950000000001
1114,16600,31908840,62,813.5200000000001
1115,17634,29133780,297,2361.9700000000007
1116,12359,31632900,254,6245.530000000001
1117,13551,4688400,4,91.80000000000001
1118,14606,32180520,2782,11713.850000000008
1119,16719,31021260,203,1773.92
1120,17937,31547940,43,4301.22
1121,13221,11521920,66,847.4100000000002
1122,15246,11686740,33,514.15
1123,12705,30948660,348,6814.24
1124,13397,26015400,39,1539.1799999999998
1125,17988,31286040,39,191.17000000000002
1126,13898,4154520,12,155.93
1127,13002,4776720,7,120.94999999999999
1128,18239,13407120,88,1561.6099999999997
1129,17869,23010600,40,428.18000000000006
1130,17262,27750600,12,1253.3600000000001
1131,18269,1321980,8,138.89999999999998
1132,15380,31549620,37,1682.3600000000001
1133,13890,32166600,114,1860.8600000000001
1134,12931,30427980,102,33462.810000000005
1135,12539,30344640,274,3852.499999999999
1136,15316,4072080,1,165.0
1137,16926,191760,14,230.25000000000003
1138,13426,32229180,159,3550.6999999999994
1139,16532,30768120,4,6748.8
1140,14312,28257600,87,1611.5900000000001
1141,18032,3395160,5,73.5
1142,16315,3727860,14,226.37
1143,18233,4148280,1,440.0
1144,15983,30359280,113,1475.0200000000004
1145,18229,31281720,164,7276.9
1146,17428,32231940,343,17078.449999999997
1147,14032,32079420,152,2929.8399999999997
1148,13230,31909020,612,2763.4099999999994
1149,15789,1318140,25,351.3
1150,13742,30854460,323,3102.42
1151,13615,5281380,24,399.9900000000001
1152,15218,31375320,166,5756.89
1153,15111,29752320,84,1567.48
1154,17547,108180,2,-11.8
1155,13838,31804440,174,691.7299999999998
1156,15529,30337380,674,3967.779999999999
1157,15867,31813860,463,3797.79
1158,15822,31991040,33,885.47
1159,17204,17645280,67,1352.91
1160,12609,25517280,60,1126.85
1161,17075,30771120,80,813.7699999999999
1162,14829,29749800,45,644.6500000000001
1163,16839,31538220,298,15357.78
1164,13495,31632900,52,1990.1200000000001
1165,16059,26616600,180,1459.86
1166,12942,20931180,75,683.8999999999999
1167,12755,10719960,6,2203.2
1168,14505,30784740,803,5818.700000000002
1169,18037,18940380,19,70.02
1170,16810,15663960,16,275.64
1171,15034,30944700,400,4277.66
1172,14532,11853540,64,932.8499999999999
1173,12728,26118300,46,836.3299999999999
1174,16206,27569700,63,537.06
1175,14101,25934520,35,5976.789999999999
1176,17420,27930360,30,598.8299999999999
1177,15373,31559940,137,2213.11
1178,16140,27743580,37,703.77
1179,16252,632940,21,-295.09000000000003
1180,17456,716220,17,249.85999999999999
1181,14413,969060,23,122.7
1182,18050,1231140,5,74.4
1183,12553,31565520,196,3652.2500000000005
1184,16781,715920,19,294.65
1185,16221,29128620,97,864.86
1186,16125,544920,13,289.35
1187,14498,28611780,193,1957.3200000000002
1188,13869,21619620,307,3104.949999999999
1189,17515,29569080,87,639.02
1190,14031,31654020,258,14634.640000000005
1191,17659,31971780,161,2954.7499999999995
1192,13295,1220100,11,197.95
1193,15181,26544720,18,680.28
1194,12867,30006240,551,3986.22
1195,13496,31372320,36,617.9300000000001
1196,17230,9445560,73,3466.6699999999996
1197,13502,30852780,18,292.0
1198,14088,31391400,590,50415.490000000005
1199,17760,30421800,25,287.59000000000003
1200,16385,27060360,59,555.8900000000001
1201,12724,31822560,53,1031.4100000000003
1202,13047,29562240,196,3079.1000000000004
1203,15485,29657100,86,2575.0
1204,16048,24889560,9,243.69000000000005
1205,16477,26788680,146,2494.46
1206,16327,31035420,319,3844.2199999999993
1207,14206,11607120,21,308.25999999999993
1208,16711,31997160,22,1651.03
1209,15139,11589180,13,178.96000000000004
1210,14738,28873860,56,1289.94
1211,13798,32167500,439,36351.420000000006
1212,13497,7864680,20,321.05
1213,17419,31296060,208,4200.97
1214,13807,544920,7,112.6
1215,17340,31481160,424,11891.18
1216,14448,31469040,20,375.35
1217,13565,30607620,38,240.22000000000003
1218,14320,14432280,42,343.11000000000007
1219,13703,4769040,1,99.5
1220,18225,31986060,286,5361.0199999999995
1221,14161,13662900,108,1110.52
1222,13136,27946020,139,2545.38
1223,13787,25760400,31,309.04
1224,13959,25425600,92,598.2
1225,13225,31986180,34,6083.040000000001
1226,15468,29220300,29,438.46
1227,15046,31476240,207,5064.01
1228,17540,31538040,26,570.4
1229,17019,31293600,234,1272.6099999999997
1230,12681,31028940,646,13677.590000000002
1231,13786,538020,7,230.4
1232,14437,19895400,6,-43.400000000000006
1233,17865,29648520,389,10158.54
1234,15547,31638360,702,4954.840000000002
1235,12434,24984720,54,765.1899999999998
1236,13680,32160060,216,2202.3100000000004
1237,16387,4417680,4,94.36
1238,17277,12630060,69,1065.3500000000001
1239,16043,29046240,39,773.99
1240,13402,21281100,39,621.23
1241,15628,31888680,157,2865.6400000000003
1242,16065,707820,74,372.0900000000001
1243,13097,29470620,437,5893.320000000002
1244,16037,8988420,39,855.02
1245,15281,27218640,150,2239.9499999999994
1246,18136,26810040,39,761.8299999999999
1247,18168,17060100,140,1133.6399999999999
1248,15716,19711980,118,1118.81
1249,14487,29994660,145,1183.5800000000002
1250,12551,1393020,10,168.0
1251,15606,27320760,91,2422.6400000000003
1252,16393,32070300,358,2941.05
1253,16658,451260,8,123.24
1254,13267,32064360,224,4404.44
1255,15347,629940,5,201.59999999999997
1256,17739,31279560,48,2786.0500000000006
1257,15157,31978920,133,1869.5000000000002
1258,15110,30250200,40,970.25
1259,13837,14010240,19,271.24
1260,14001,28346700,40,2030.33
1261,14865,31651140,4,52.2
1262,14506,30774960,316,2012.17
1263,13481,28341660,112,1776.81
1264,15649,3215280,2,816.0
1265,15856,31912980,653,16173.669999999995
1266,14702,32180580,348,3250.640000000001
1267,18116,26447640,378,1418.0300000000002
1268,16539,32055300,45,1388.81
1269,12725,199140,24,427.79999999999995
1270,15545,27579480,81,292.72
1271,14293,31992660,61,1046.5599999999997
1272,13488,30780900,427,8910.609999999999
1273,18259,30168480,42,2338.6000000000004
1274,15298,32086260,194,3774.1000000000004
1275,17999,29057400,93,382.05999999999995
1276,16442,32152620,174,616.79
1277,18141,1132980,1,-35.400000000000006
1278,13048,31035420,137,1805.91
1279,14049,30858840,505,5639.15
1280,12868,16251360,107,1607.0600000000002
1281,15838,31296840,169,33350.759999999995
1282,17685,30856200,130,3191.53
1283,15194,31992240,326,7521.170000000001
1284,13209,29654880,329,5820.16
1285,15512,18842040,7,121.0
1286,15197,31535280,36,656.4399999999999
1287,16282,2949360,11,168.3
1288,18074,5220,13,489.6
1289,13747,7860,1,79.6
1290,17135,30874920,52,1139.7300000000002
1291,17969,17901240,14,228.2
1292,12626,30267600,307,6388.350000000001
1293,14548,19281180,4,652.8
1294,12591,4860540,26,452.84999999999985
1295,15862,31554120,147,832.8799999999999
1296,12427,31285320,35,708.3700000000001
1297,17949,32178000,79,52750.84
1298,12621,32151540,474,13612.069999999996
1299,13266,31299180,202,3717.670000000001
1300,17585,22827840,214,1133.07
1301,12693,21862200,41,830.96
1302,16928,25339440,213,2781.5
1303,16550,22905960,261,2266.2499999999995
1304,17519,30788220,83,1839.07
1305,15660,30097920,94,1552.0100000000002
1306,15811,30783780,139,2171.32
1307,15950,32148480,103,1705.2599999999998
1308,15033,31896840,513,2571.0200000000004
1309,17838,29992320,137,2312.7000000000003
1310,13880,30431880,165,3219.77
1311,13983,29731200,112,2590.46
1312,13922,1908720,7,172.24999999999997
1313,17555,30599760,106,483.26
1314,12916,20311740,109,2982.3499999999995
1315,16817,32063820,95,1446.9499999999998
1316,12839,32069220,316,5583.62
1317,16679,624300,3,129.75
1318,15290,31893180,212,7803.77
1319,17090,31900680,64,2041.8499999999997
1320,13082,21369000,75,3595.4800000000005
1321,14828,15299400,17,2139.76
1322,16618,29568360,97,2630.6399999999994
1323,16210,32155800,123,21086.3
1324,16858,627960,13,345.8900000000001
1325,14952,28272240,149,7912.790000000001
1326,17284,27065520,294,1641.6800000000003
1327,14167,28879380,52,574.84
1328,14779,8050560,41,386.1499999999999
1329,17686,31648380,286,5739.46
1330,13865,27234300,30,501.55999999999995
1331,14157,30596760,49,400.4300000000001
1332,13610,31216320,228,1115.43
1333,15448,5278560,28,494.64000000000004
1334,13985,31912800,353,7024.53
1335,12888,13764960,7,313.77
1336,17256,23000640,16,240.0
1337,16027,24373260,17,852.12
1338,12811,9767760,31,514.85
1339,16619,10382040,16,204.41
1340,17438,10918200,19,378.30000000000007
1341,13133,8647500,7,109.80000000000001
1342,18211,30066240,42,600.0700000000002
1343,15433,25430280,53,417.86999999999995
1344,16253,29559420,124,3665.620000000001
1345,17886,29554980,109,899.61
1346,17507,9688920,88,605.5799999999999
1347,14227,30007320,183,3315.7099999999996
1348,14267,19277100,66,1279.09
1349,13571,31198860,341,2092.3199999999997
1350,16031,24295260,100,548.94
1351,15203,30066600,142,1827.8000000000002
1352,15114,29659140,197,2760.5600000000004
1353,17348,31028340,215,1159.52
1354,13851,24034200,81,2651.4600000000005
1355,13512,9769020,15,251.20999999999998
1356,17946,12126840,20,149.57999999999998
1357,14659,31549860,259,2456.53
1358,16980,10224600,87,1078.9600000000005
1359,13636,29124240,64,941.6200000000001
1360,16668,30964620,20,306.71999999999997
1361,12881,8479080,7,298.0
1362,12937,30955140,120,1504.2699999999995
1363,14232,29562660,118,2043.93
1364,14460,22744380,17,383.34
1365,15874,26800320,137,4330.67
1366,12408,29477040,113,2842.57
1367,12778,30597180,51,804.2299999999999
1368,15065,29035140,158,3135.98
1369,16389,27670500,35,1362.27
1370,16626,32239800,184,4379.65
1371,13592,29208180,16,247.96000000000004
1372,14776,27846480,134,2195.58
1373,18138,6762300,8,152.65
1374,18114,7188840,28,220.1
1375,18224,9511440,10,158.95000000000002
1376,15223,12798300,32,454.90000000000003
1377,17774,23948580,157,1215.46
1378,12955,32169780,183,4734.26
1379,14790,30848520,46,745.06
1380,17652,30083340,270,4737.130000000001
1381,13821,19790580,59,385.63999999999993
1382,17071,31538400,148,2385.48
1383,15071,24203820,26,982.0699999999998
1384,17138,8479680,24,380.5
1385,16386,29822520,88,317.2
1386,13059,10721640,8,183.4
1387,15365,30067380,151,1330.4499999999998
1388,17619,5291520,77,218.52000000000004
1389,14127,21694980,44,709.7099999999998
1390,13018,30862920,459,7272.749999999999
1391,15388,8918820,10,140.54
1392,15047,8994180,22,343.62
1393,16698,12709560,5,1998.0
1394,16144,10978980,1,175.2
1395,13309,31651680,107,1456.79
1396,14897,31629960,55,1366.38
1397,12407,27999900,77,1708.12
1398,17088,29829420,115,1991.01
1399,16573,25930260,46,648.4099999999999
1400,17535,8060040,13,164.39999999999998
1401,14476,10048380,19,215.7
1402,13171,31560000,48,426.80999999999995
1403,12852,7194600,20,299.75
1404,13932,6838560,16,307.4
1405,15121,27930300,28,457.72
1406,15249,29560740,358,6657.360000000001
1407,14957,10402380,12,58.49000000000001
1408,13626,10460340,19,257.22999999999996
1409,12993,30266580,27,414.76000000000005
1410,14530,30075120,216,2925.91
1411,15572,31887780,215,2552.86
1412,15554,8296440,14,217.2
1413,12614,8301360,20,315.59999999999997
1414,13026,32171520,43,936.1500000000001
1415,12949,29645940,219,4143.0199999999995
1416,13141,24974880,136,2385.8
1417,14745,22556340,70,1167.1599999999999
1418,13884,31651440,60,781.3000000000001
1419,14507,30254100,98,1368.1800000000003
1420,12994,31907820,73,902.22
1421,13591,26712000,58,1117.1299999999997
1422,17921,26735400,145,826.52
1423,12831,9606960,9,215.05
1424,17376,26194200,24,203.2
1425,12754,11925240,65,2949.12
1426,15676,31482780,216,3324.0899999999992
1427,12866,7796700,26,559.1199999999999
1428,16109,13395060,18,611.8799999999999
1429,16434,29743320,109,1522.25
1430,14481,18065520,30,636.51
1431,18086,8572080,7,101.33999999999999
1432,14636,29144760,28,609.85
1433,13060,10379460,15,307.53000000000003
1434,16170,27906900,127,1880.4200000000003
1435,12775,30787620,67,1351.2399999999998
1436,17537,29730600,75,897.6200000000003
1437,17749,16874340,35,674.52
1438,17594,24912480,50,993.1800000000001
1439,17314,30158100,136,2514.7599999999998
1440,13539,24889920,38,605.8399999999999
1441,18084,30864660,2,87.52999999999999
1442,16913,7187400,8,113.44000000000001
1443,16212,30602040,43,681.19
1444,13956,31812840,152,1026.42
1445,14272,25926120,33,437.96000000000004
1446,17002,25950120,50,1487.7800000000002
1447,15234,8382420,14,197.0
1448,14644,31473120,29,780.46
1449,13044,7109640,33,560.4700000000001
1450,15381,13836540,8,596.85
1451,14758,19785300,71,1484.0600000000002
1452,13345,8381280,22,377.6000000000001
1453,14041,9262740,21,141.41
1454,13239,9683940,22,329.56
1455,15528,10309680,26,229.32999999999993
1456,13552,26549580,121,3539.5299999999997
1457,14676,29566980,44,2543.2400000000002
1458,14854,25518840,131,2749.8900000000003
1459,15270,30934680,48,2298.2
1460,16992,31375440,95,1601.8600000000001
1461,13208,27221280,150,1205.9
1462,17162,29819280,105,1707.21
1463,12372,26106360,52,1298.04
1464,14036,7693200,38,626.6499999999999
1465,14693,9433440,8,172.9
1466,13955,18953580,33,322.96000000000004
1467,18068,7280640,1,101.69999999999999
1468,14291,32148000,238,3873.3
1469,17164,29465280,145,2466.3999999999996
1470,15980,24628500,43,2398.8600000000006
1471,13161,5204220,8,112.75
1472,12842,26204820,34,1118.99
1473,17422,30862860,135,1853.13
1474,13973,7455300,11,264.7
1475,15636,24547860,25,724.76
1476,12456,28448100,129,3153.89
1477,17255,28785120,78,298.41
1478,17092,27948300,125,1777.78
1479,14936,31473660,366,8117.42
1480,13873,21951720,24,381.70000000000005
1481,16842,26730720,64,1260.44
1482,14477,30595500,11,1307.81
1483,15990,28452720,52,792.1100000000001
1484,14235,31381200,80,3093.8599999999997
1485,13841,10467840,1,85.0
1486,17758,30608340,412,3456.7000000000007
1487,17923,7886940,1,207.50000000000003
1488,15125,30087060,140,11117.050000000001
1489,17250,31981740,57,384.52000000000004
1490,17613,30335100,319,4509.369999999999
1491,17472,15748260,181,710.2899999999998
1492,13151,14704140,75,1250.3700000000003
1493,13085,18675900,29,272.38
1494,14379,28455420,46,348.09999999999997
1495,13489,23172600,14,449.52000000000004
1496,15974,28874820,177,3429.5499999999997
1497,15424,10298160,17,383.34
1498,15236,6488760,15,321.05
1499,15670,6661440,12,173.05
1500,12834,7867380,18,312.38
1501,15393,30874920,12,231.86
1502,15206,31382100,9,420.29999999999995
1503,16976,9187620,2,251.51999999999998
1504,12545,25765980,50,1000.39
1505,18273,32071800,3,204.0
1506,13752,21534600,76,1186.2799999999997
1507,14520,32145600,4,270.6
1508,13934,9504780,31,922.0999999999997
1509,14304,13058640,27,197.10000000000002
1510,13157,28013040,89,1721.57
1511,17654,8311860,22,117.54999999999998
1512,13358,9084360,29,439.03000000000003
1513,13600,5295660,19,219.51999999999998
1514,14504,28193640,107,673.26
1515,15201,25493220,97,927.8400000000001
1516,13950,31299480,36,728.56
1517,15703,9426300,5,211.5
1518,17859,5969160,25,148.21
1519,12541,29729640,52,981.1799999999998
1520,15944,8388420,6,325.1
1521,14075,31882320,43,942.26
1522,18078,13500360,29,336.13
1523,16182,26024220,28,6617.65
1524,15241,26527140,111,1738.5899999999997
1525,16678,32068260,170,3013.8299999999995
1526,17770,15134880,38,1143.2699999999998
1527,13476,16860840,61,1092.77
1528,15178,9787560,3,40.5
1529,14760,6847800,7,53.8
1530,13931,24889020,59,1230.9300000000005
1531,15806,28274940,31,784.5799999999999
1532,14407,23002560,76,2111.08
1533,13654,28540680,166,2707.33
1534,15800,23003820,119,699.0799999999999
1535,16425,6156240,21,302.69999999999993
1536,13870,32072220,118,2751.25
1537,15709,7783920,6,133.25
1538,15918,15822960,40,334.22999999999996
1539,16377,9184500,5,676.2
1540,12613,29567040,163,3218.98
1541,15832,10306980,54,836.7899999999998
1542,15321,28013520,106,2650.7300000000005
1543,15643,16793580,36,647.4000000000001
1544,13382,8041020,15,222.99
1545,15819,28016640,123,1905.4499999999998
1546,16780,23614980,60,425.18999999999994
1547,16897,6419940,44,213.03000000000014
1548,14289,31547880,47,911.2600000000001
1549,14915,24890460,13,258.83
1550,12948,30876240,118,2053.7
1551,16515,27751440,113,1627.1299999999999
1552,14549,5376060,56,289.2399999999999
1553,12462,32074560,72,1124.0099999999998
1554,15590,7287000,1,-30.19
1555,14247,8232900,20,136.77
